"Level","casetype","L2_caseid","Level1CaseID","l1casecreateddatetime","l1_firstresolution_duration_mins","l2casecreateddatetime","l2_firstresolution_duration_mins","Level3CaseID","earliestcasecreateddatetime","L2_business_line","customerproductname","acknowledgmentdate","department","natureofcomplaint","additional_detail","L2_casesummary","L2_resolutionsummary","iscomplaintresolvedbysatisfaction","customer_type","L2_casecreateddatetime","L2_caseresolveddatetime","FCR","firstswrsentdate","casecurrentstatus","l1tol2escalationtype","CompensationDescription","costtoresolve","RedressCost","ReimbursementCost","GoodwillCost","fcaccase","l3_agreed_with_l2","FCAC_Cat","FCAC_Issue","relationshipindicator","customerpostalcode","escalated","primary_transit","postalcode","senior","is_escalated_from_L1","L1_caseid","L1_casesummary","L1_resolutionsummary","L1_casecreateddatetime","L1_caseresolveddatetime","L1_natureofcomplaint","L1_customerproductname","L1_intake_channel","L1_department","L1_FCR","L1_casecurrentstatus","L1_FCAC_Cat","L1_FCAC_Issue","L1_l1to2escalationtype","row_id","complaint_theme","sub_theme","touchpoint_mentioned_in_text","root_cause","escalation_reason","l1_resolution_gap","avoidable_at_l1","recurring_pattern","severity_level","one_sentence_finding","evidence_phrases","_parse_status","_raw_response","error"
"L2","Complaint","Nuwgxgygpg4-4","ioow8867xygg18abc95","2026-02-18 11:26:50.0","19474.2","2026-03-04 00:01:01.0","38288.5","","2026-02-18 11:26:50.0","FraudManagement","Scotiabank Gold American Express Card","2026-02-18 11:33:21.0","Claims","Fraud","","Customer is not happy about the time frame it has taken to complete a fraud case for a transaction on his AMEX. Customer would like this reviewed and paid ASAP.","Confirmed that customer requested to dispute a transaction for the merchant Walmart in the amount of CAD$375.45. Confirmed that on March 12 2026 customers Fraud claim was finalized and rendered as a Pay Decision and the amount of CAD$375.45 was credited to his Account to make him whole.","Resolved","SomeBank","2026-03-04 00:01:01.0","2026-03-30 15:09:31.0","0.0","2026-03-30 00:00:00.0","Resolved-Completed","","Confirmed that customer requested to dispute a transaction for the merchant Walmart in the amount of CAD$375.45. Confirmed that on March 12 2026 customers Fraud claim was finalized by the fraud department and rendered as a Pay Decision and the amount of CAD$375.45 was credited to his Account to make him whole as a goodwill gesture.","375.45","","","375.45","True","","Credit Card","Transaction","","L6T2E7","False","","","","True","ioow8867xygg18abc95","Cx is not happy about the time frame of thge prev reporte the case is under remedition AMEX is going to take 30 bd cx mention that exceed legal 120 days amex timeframe report cx wants a pront responses","","2026-02-18 11:26:50.0","2026-03-04 00:01:02.0","","Scotiabank Gold American Express Card","Fraud","Fraud Claims and Support (Investigations team) - Walkley","0.0","Resolved-TransferredOPCC","Account","Dispute Handling Process / Resolution","","90","Service & Process","Investigation Timeline","Fraud Investigations","Prolonged Investigation Timeline","Unsatisfactory Timeline","Inability to Expedite","No","Unknown","Medium","The customer escalated due to the prolonged timeline for a fraud investigation, which was ultimately resolved in their favor post-escalation.","['not happy about the time frame', 'wants a pront responses', 'would like this reviewed and paid ASAP']","ok","```json
{
  ""complaint_theme"": ""Service & Process"",
  ""sub_theme"": ""Investigation Timeline"",
  ""touchpoint_mentioned_in_text"": ""Fraud Investigations"",
  ""root_cause"": ""Prolonged Investigation Timeline"",
  ""escalation_reason"": ""Unsatisfactory Timeline"",
  ""l1_resolution_gap"": ""Inability to Expedite"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Unknown"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The customer escalated due to the prolonged timeline for a fraud investigation, which was ultimately resolved in their favor post-escalation."",
  ""evidence_phrases"": [
    ""not happy about the time frame"",
    ""wants a pront responses"",
    ""would like this reviewed and paid ASAP""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg4-4gag","nan","","","2026-03-04 13:38:21.0","","","2026-03-04 13:38:21.0","FraudManagement","ScotiaCard/Self-Service Bkg. Access","2026-03-05 09:54:00.0","Claims","Scams","","SHELLCustomer reached out to appeal the decision on her parents' fraud claim and is seeking a secondary review and reimbursement of the fraud loss.Customer reported multiple CHIP/PIN transactions on the joint Powerchequing ending in *927   CAD$19779 and on the joint Powerchequing ending in *129   CAD$15996.43 on January 26 2026 which occurred as a result of her and her husband falling victim to an impersonation scam.Total fraud loss between the two accounts is CAD$35775.43. Customer is seeking reimbursement of the transactions.","","","SomeBank","2026-03-04 13:38:21.0","","0.0","","Pending-Information","","","","","","","True","","Debit Card","Transaction","","T3E2E8","False","","","","True","nan","","","","","","","","","","","","","","91","Fraud & Scams","Claim Decision Dispute","Claims","Bank Process/Policy","Dissatisfaction with L1 Outcome","no linked l1","No","Recurring","High","The customer is appealing the bank's decision to deny a $35,775.43 fraud claim after her parents fell victim to an impersonation scam involving CHIP/PIN transactions.","[""appeal the decision on her parents' fraud claim"", 'seeking a secondary review and reimbursement', 'victim to an impersonation scam', 'multiple CHIP/PIN transactions']","ok","```json
{
  ""complaint_theme"": ""Fraud & Scams"",
  ""sub_theme"": ""Claim Decision Dispute"",
  ""touchpoint_mentioned_in_text"": ""Claims"",
  ""root_cause"": ""Bank Process/Policy"",
  ""escalation_reason"": ""Dissatisfaction with L1 Outcome"",
  ""l1_resolution_gap"": ""No Linked L1"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The customer is appealing the bank's decision to deny a $35,775.43 fraud claim after her parents fell victim to an impersonation scam involving CHIP/PIN transactions."",
  ""evidence_phrases"": [
    ""appeal the decision on her parents' fraud claim"",
    ""seeking a secondary review and reimbursement"",
    ""victim to an impersonation scam"",
    ""multiple CHIP/PIN transactions""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg4-4ga6","ioow8867xyellaxyellaabc11xy1","2026-03-03 11:00:37.0","29.77","2026-03-04 16:23:12.0","38524.43","","2026-03-03 11:00:37.0","DigitalBanking","ScotiaCard/Self-Service Bkg. Access","2026-03-03 11:29:18.0","ScotiaOnLine","DigitalBanking","","Customer has an older iPhone and it does not support the current IOS required for our mobile banking app version. The customer is also experiencing issues with his 2step verification.","Apologized to the customer for his frustration and thanked him for his patience.  Confirmed that with an older iPhone the IOS will not update to the current version.  This is an Apple decision not to support older iPhones. Advised customer without changing his phone he will not be able to use mobile banking and will need to use online banking. Confirmed that he would need to speak to Global Customer Experience Centres (GCEC)  to get his 2-step verification reset.","Closed","SomeBank","2026-03-04 16:23:12.0","2026-03-31 11:27:38.0","0.0","2026-03-31 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Other","Mobile phone banking / Services","","L5G1L6","False","","","Senior","True","ioow8867xyellaxyellaabc11xy1","Customer came to branch as his scotia app was not working. It was showing him to update the app but he is unbale to update it as that needs IOS 17 for iPhone but he had IOS 15 which is not letting him to update the app. Tried helping the customer but did not work. Advise him to call Contact Centre. Customer was angry that he is not gonna change the phone just to get the scotia app. Provided customer the complaint brochure.","Customer came to branch as his scotia app was not working. It was showing him to update the app but he is unbale to update it as that needs IOS 17 for iPhone but he had IOS 15 which is not letting him to update the app. Tried helping the customer but did not work. Advise him to call Contact Centre. Customer was angry that he is not gonna change the phone just to get the scotia app. Provided customer the complaint brochure.","2026-03-03 11:00:37.0","2026-03-04 16:23:12.0","","Other","Branch-Retail&Small Business","84392","0.0","Resolved-TransferredOPCC","Service Issues","System issues causing loss / harm","","92","Digital Banking","App Incompatibility","Branch","Technology Limitation","Unresolved at L1","Incomplete Resolution","No","Recurring","Medium","The customer cannot use the mobile app due to an outdated device and was not provided a complete resolution path for all their access issues at the initial point of contact.","['unbale to update it as that needs IOS 17 for iPhone but he had IOS 15', 'not gonna change the phone just to get the scotia app', 'experiencing issues with his 2step verification']","ok","```json
{
  ""complaint_theme"": ""Digital Banking"",
  ""sub_theme"": ""App Incompatibility"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Technology Limitation"",
  ""escalation_reason"": ""Unresolved at L1"",
  ""l1_resolution_gap"": ""Incomplete Resolution"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The customer cannot use the mobile app due to an outdated device and was not provided a complete resolution path for all their access issues at the initial point of contact."",
  ""evidence_phrases"": [
    ""unbale to update it as that needs IOS 17 for iPhone but he had IOS 15"",
    ""not gonna change the phone just to get the scotia app"",
    ""experiencing issues with his 2step verification""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg4-5gg4","ioow8867xyellaxy4abcella19gg","2026-03-04 13:20:39.0","8.22","2026-03-04 13:28:52.0","7178.45","","2026-03-04 13:20:39.0","Branch","Daily Interest Savings","2026-03-04 13:26:23.0","InnerLoop","TransactionHandling","","The customer is making a complaint regarding a transaction they completed at the branch. They complete a withdrawal of CAD$2500 at the branch and the customer claims they were only provided with CAD$2000 and are missing CAD$500. The customer wants to have this reviewed and the transaction adjusted or credited.","The complaint was reviewed and no discrepancies were identified in relation to the CAD $2500 teller‑assisted cash withdrawal completed on February 11 2026 at the branch. Records confirm that the full amount of CAD $2500 was disbursed in a white envelope consisting of 20 $100 bills and 10 $50 bills and that the cash was counted in the client’s presence prior to being provided. Following the client’s claim that only CAD $2000 was received and the request for reimbursement of CAD $500 a thorough transaction review and an in‑branch investigation by Branch Management were conducted including a review completed with the client present. Both reviews concluded that the full cash amount was properly counted and dispensed at the time of the transaction. As no discrepancies were identified the request for reimbursement could not be supported. The inconvenience and stress experienced by the client are acknowledged.","Closed","SomeBank","2026-03-04 13:28:52.0","2026-03-09 14:07:19.0","0.0","2026-03-09 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Account","Teller services","","V4N5C9","False","","","Senior","True","ioow8867xyellaxy4abcella19gg","Customer complaint regarding an in-branch teller transaction in TR12070 on Feb 11  2026. Customer is disputing the amount. The W/D on system reflects $2 500  however customer claims she only received $2 000.","","2026-03-04 13:20:39.0","2026-03-04 13:28:52.0","","Daily Interest Savings","Branch-Retail&Small Business","50740","0.0","Resolved-TransferredOPCC","Account","Transaction","","93","Transaction Dispute","Cash Shortage Claim","Branch","Customer Perception of Error","Investigation Required","Procedural Escalation","No","Unknown","Medium","The customer alleged a $500 cash shortage from a branch withdrawal, but the bank's investigation concluded the transaction was fulfilled correctly and denied the claim.","['missing CAD$500', 'no discrepancies were identified', 'full cash amount was properly counted and dispensed', 'request for reimbursement could not be supported']","ok","```json
{
  ""complaint_theme"": ""Transaction Dispute"",
  ""sub_theme"": ""Cash Shortage Claim"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Customer Perception of Error"",
  ""escalation_reason"": ""Investigation Required"",
  ""l1_resolution_gap"": ""Procedural Escalation"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Unknown"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The customer alleged a $500 cash shortage from a branch withdrawal, but the bank's investigation concluded the transaction was fulfilled correctly and denied the claim."",
  ""evidence_phrases"": [
    ""missing CAD$500"",
    ""no discrepancies were identified"",
    ""full cash amount was properly counted and dispensed"",
    ""request for reimbursement could not be supported""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg4-5ga4","ioow8867xygggg1abcella115","2026-02-21 15:59:07.0","15814.75","2026-03-04 15:33:51.0","1461.42","","2026-02-21 15:59:07.0","DigitalBanking","ScotiaCard/Self-Service Bkg. Access","2026-02-21 16:01:36.0","ScotiaOnLine","SystemIssues","","Customer is unable to signin through mobile banking due to 2Step Verification not working.  The customer is growing frustrated and is considering transferring her business out.","Apologized to the customer for her frustration and thanked her for her patience.  Confirmed a goodwill gesture of CAD$50.00 to restore faith in Scotiabank. Advised this is a known issue and a fix is scheduled very shortly. Thanked customer for patience and confirmed branches ABM;s and GCEC are available to assist until the fix is implemented.","Resolved","SomeBank","2026-03-04 15:33:51.0","2026-03-05 15:55:16.0","0.0","2026-03-05 00:00:00.0","Resolved-Completed","","To retore faith in Scotiabank. 2 Step verification down since Jan 8 2026.","50.0","","","50.0","True","","Debit Card","Internet banking / Services","","M8V0C1","False","","","","True","ioow8867xygggg1abcella115","Client unable to access her online banking  issues with 2 step authentication preventing her from seeing her accounts online. Has de-activated 2 step numerous time but never receives the notification and she has grown quite frustrated with scotiabank and is planning on closing her accounts and transferring elsewhere unless this issue can be resolved. Has visited the branch in person to try to troubleshoot this with no resolution.","","2026-02-21 15:59:07.0","2026-03-04 15:33:52.0","","Other","Branch-Retail&Small Business","30742","0.0","Resolved-TransferredOPCC","Service Issues","System issues causing loss / harm","","94","Account Access","2-Step Verification","Mobile Banking","System/Platform Issue","Failure to Resolve at L1","Inability to Resolve","No","Recurring","High","A known system issue with 2-Step Verification prevented digital banking access, and the inability of the branch and L1 support to resolve it led to escalation.","['2Step Verification not working', 'known issue and a fix is scheduled', 'visited the branch in person to try to troubleshoot this with no resolution', 'considering transferring her business out']","ok","```json
{
  ""complaint_theme"": ""Account Access"",
  ""sub_theme"": ""2-Step Verification"",
  ""touchpoint_mentioned_in_text"": ""Mobile Banking"",
  ""root_cause"": ""System/Platform Issue"",
  ""escalation_reason"": ""Failure to Resolve at L1"",
  ""l1_resolution_gap"": ""Inability to Resolve"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""A known system issue with 2-Step Verification prevented digital banking access, and the inability of the branch and L1 support to resolve it led to escalation."",
  ""evidence_phrases"": [
    ""2Step Verification not working"",
    ""known issue and a fix is scheduled"",
    ""visited the branch in person to try to troubleshoot this with no resolution"",
    ""considering transferring her business out""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg4-5gy5","ioow8867xygggg7abcellaggxy4","2026-02-27 13:51:54.0","7465.33","2026-03-04 18:17:14.0","","","2026-02-27 13:51:54.0","FraudManagement","ScotiaCard/Self-Service Bkg. Access","2026-02-27 14:04:19.0","Disputes","Fraud","","PR  Client complaining about numerous NSF fees totaling CAD$947.00 caused by several unauthorized Uber and Paypal transactions.  Client would like to be reimbursed all NSF.","","","SomeBank","2026-03-04 18:17:14.0","","0.0","","Pending-Information","","","","","","","True","","Debit Card","Transaction","","T5B2R9","False","","","","True","ioow8867xygggg7abcellaggxy4","Customer is being very upset with Scotiabank due to he is receiving too many charges from Uber into Paypal and from Paypal to his chequing account ending in ....2921.  He expressed that he already spoke with the other companies but he get continuing being charged on his account without authorization and due to that his account has been placed on negative several times where the charges where bouncing  every time because of NSF and he was charged an amount of $947.00 of NSF fees and Overhandling charges","","2026-02-27 13:51:54.0","2026-03-04 18:17:14.0","","ScotiaCard/Self-Service Bkg. Access","CC","Service","0.0","Resolved-TransferredOPCC","Account","Fees / Charges","","95","Fees & Charges","NSF Fees","Contact Centre","Unauthorized Transactions","Unsatisfactory L1 Resolution","Failure to Resolve","Partly","Recurring","High","The client is disputing $947 in NSF fees resulting from multiple unauthorized transactions, an issue that was not resolved at the first level of contact.","['numerous NSF fees totaling CAD$947.00', 'caused by several unauthorized Uber and Paypal transactions', 'receiving too many charges', 'account has been placed on negative several times']","ok","```json
{
  ""complaint_theme"": ""Fees & Charges"",
  ""sub_theme"": ""NSF Fees"",
  ""touchpoint_mentioned_in_text"": ""Contact Centre"",
  ""root_cause"": ""Unauthorized Transactions"",
  ""escalation_reason"": ""Unsatisfactory L1 Resolution"",
  ""l1_resolution_gap"": ""Failure to Resolve"",
  ""avoidable_at_l1"": ""Partly"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The client is disputing $947 in NSF fees resulting from multiple unauthorized transactions, an issue that was not resolved at the first level of contact."",
  ""evidence_phrases"": [
    ""numerous NSF fees totaling CAD$947.00"",
    ""caused by several unauthorized Uber and Paypal transactions"",
    ""receiving too many charges"",
    ""account has been placed on negative several times""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg4-6","ioow8867xygg18abcella165","2026-02-18 14:04:40.0","19316.63","2026-03-04 00:01:17.0","10702.55","","2026-02-18 14:04:40.0","AutomotiveFinance","Scotia Plan Loan","2026-02-18 14:12:20.0","DFC","TransactionHandling","","Customer states that due to system issue her scotia plan loan automatic payment was deactivated. As such she had 2 past due payments and was charged a 50 dollar fee. Customer would like this resolved.","Confirm that there was a disruption to pre-authorized payments as an attempted payment had been returned as “Other Bank Reject” and updated pre‑authorized debit information was required in order to continue processing payments. Confirmed that all outstanding payments have now been processed and customers account is up to date. As the disruption to the pre‑authorized payment occurred due to the dormant status of the payment arrangement no bank error was identified. However in recognition of customers relationship with Scotiabank our office is pleased to extend a goodwill gesture of CAD $50.00 to cover the fee that was charged.","Resolved","SomeBank","2026-03-04 00:01:17.0","2026-03-11 11:23:50.0","0.0","2026-03-11 00:00:00.0","Resolved-Completed","","Confirm that there was a disruption to pre-authorized payments as an attempted payment had been returned as “Other Bank Reject” and updated pre‑authorized debit information was required in order to continue processing payments. As the disruption to the pre‑authorized payment occurred due to the dormant status of the payment arrangement no bank error was identified. However in recognition of customers relationship with Scotiabank our office is pleased to extend a goodwill gesture of CAD $50.00 to cover the fee that was charged.","50.0","","","50.0","True","","Loan","Payment","","R3X1Z2","False","","","","True","ioow8867xygg18abcella165","Client is complaint due to system issue that affect her account and she wasnt notified about it. The issue desactivate the automatic payment of the account and she was affected for 2 pastdue payment and 50 dollar fee.","","2026-02-18 14:04:40.0","2026-03-04 00:01:18.0","","Scotia Plan Loan","CC","Service","0.0","Resolved-TransferredOPCC","Service Issues","Customer experience","","96","Payments","Pre-authorized Debit Failure","Automated Payments","Communication Breakdown","Unresolved at L1","Lack of Investigation","Partly","Unknown","Low","The customer's pre-authorized payment was deactivated following a rejection from their external bank, and the complaint arose because the bank failed to notify the customer, resulting in missed payments and a fee.","['automatic payment was deactivated', '2 past due payments', 'charged a 50 dollar fee', 'returned as “Other Bank Reject”']","ok","```json
{
  ""complaint_theme"": ""Payments"",
  ""sub_theme"": ""Pre-authorized Debit Failure"",
  ""touchpoint_mentioned_in_text"": ""Automated Payments"",
  ""root_cause"": ""Communication Breakdown"",
  ""escalation_reason"": ""Unresolved at L1"",
  ""l1_resolution_gap"": ""Lack of Investigation"",
  ""avoidable_at_l1"": ""Partly"",
  ""recurring_pattern"": ""Unknown"",
  ""severity_level"": ""Low"",
  ""one_sentence_finding"": ""The customer's pre-authorized payment was deactivated following a rejection from their external bank, and the complaint arose because the bank failed to notify the customer, resulting in missed payments and a fee."",
  ""evidence_phrases"": [
    ""automatic payment was deactivated"",
    ""2 past due payments"",
    ""charged a 50 dollar fee"",
    ""returned as “Other Bank Reject”""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg5-aggy","ioow8867xygg19abcggxyxy5","2026-02-19 07:40:25.0","19702.38","2026-03-05 00:02:47.0","21168.25","","2026-02-19 07:40:25.0","DigitalBanking","ScotiaCard/Self-Service Bkg. Access","2026-02-19 07:41:43.0","ScotiaOnLine","DigitalBanking","","Client is complaining that he will be required to do 2 Step Verification every time he logs in. Client does not own a cell phone and is asking for different ways to sign in.","Contacted the customer and provided an apology for the inconvenience and frustration this situation has caused. Advised the client that 2 Step Verification is an added defense for securing their account. Provided the client with the information on 2 Step Verification and Push Notifications. Provided the client with the instructions on how to set up Push Notifications on Mobile devices. Customer was provided with disclosure to advise of right to have OBSI review concern within six months of Scotiabank’s final response.","Resolved","SomeBank","2026-03-05 00:02:47.0","2026-03-19 17:51:02.0","0.0","2026-03-19 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Other","Internet banking / Services","","J9A2N9","False","","","Senior","True","ioow8867xygg19abcggxyxy5","Cust is calling to Complaint about a Letter stating he will be losing SOL banking on April if he does not provide an phone# active but he does not have cell phone but a Land line phone and last time he was locked on the SOL banking for that and now he wants to let us know he does not use Cell to please do not block he SOL banking access on April.","","2026-02-19 07:40:25.0","2026-03-05 00:02:48.0","","ScotiaCard/Self-Service Bkg. Access","CC","Service","0.0","Resolved-TransferredOPCC","Account","Digital Issues – Mobile App","","97","Digital Banking","2-Step Verification","Contact Centre","Policy/Procedure Issue","Inadequate L1 Empowerment/Process","Process Limitation","No","Recurring","High","The customer is at risk of losing online banking access because the mandatory 2-Step Verification policy does not accommodate clients who do not own a mobile phone.","['Client does not own a cell phone', 'losing SOL banking on April', 'asking for different ways to sign in']","ok","```json
{
  ""complaint_theme"": ""Digital Banking"",
  ""sub_theme"": ""2-Step Verification"",
  ""touchpoint_mentioned_in_text"": ""Contact Centre"",
  ""root_cause"": ""Policy/Procedure Issue"",
  ""escalation_reason"": ""Inadequate L1 Empowerment/Process"",
  ""l1_resolution_gap"": ""Process Limitation"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The customer is at risk of losing online banking access because the mandatory 2-Step Verification policy does not accommodate clients who do not own a mobile phone."",
  ""evidence_phrases"": [
    ""Client does not own a cell phone"",
    ""losing SOL banking on April"",
    ""asking for different ways to sign in""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg5-ygga","ioow8867xygggg8abc1xyggxy","2026-02-28 08:42:31.0","7221.03","2026-03-05 09:03:32.0","","","2026-02-28 08:42:31.0","RetailProducts","ScotiaCard/Self-Service Bkg. Access","2026-02-28 09:54:00.0","SmallBusiness","Restrictions","","Customer is complaining about hold on his Select Account for business Plan A due to wire transfer received from Bank of Montreal for $30000 on January 27 2026 which fraud placed a hold on. Customer would like to access account and funds.","","","SomeBank","2026-03-05 09:03:32.0","","0.0","","Pending-Information","","","","","","","True","","Account","Other","","L1V0E4","False","","","","True","ioow8867xygggg8abc1xyggxy","Client received an incoming wire on Jan7/26 and was credited to his business account.  On Jan9/26 BMO placed a complaint regarding the outgoing wire from their end which caused the Fraud Department put a hold on the account and client is unable to use it.  Client is upset he cannot continue with his business duties and very anxious to have this investigation concluded.","Client has been visiting the branch for the passed 3 weeks wanting resolution to the hold from fraud department. CEL has sent several emails asking for progress and their response is:   Thank you for the follow up. Our office has not received a response yet from BMO. We have sent a follow up inquiry to BMO and will advise on an update once available. Please ensure all holds remain on file until we have a relevant update available.  This was received on Feb13/26.  Branch did send another email on Feb20/26 but did not receive a response.  Client is very upset and wants this resolved.  Client has asked to escalate it to ECCO","2026-02-28 08:42:31.0","2026-03-05 09:03:33.0","","Select Account for business Plan A","Branch-Retail&Small Business","15602","0.0","Resolved-TransferredOPCC","Account","Hold/freeze","","98","Funds Access","Fraud Hold","Branch","Investigation Delay","Resolution Delay","Ineffective Follow-up","No","Unknown","High","A prolonged fraud hold on a business account, caused by a delayed inter-bank investigation, prevented the client from accessing funds and conducting business.","['hold on his Select Account for business', 'cannot continue with his business duties', 'has not received a response yet from BMO']","ok","```json
{
  ""complaint_theme"": ""Funds Access"",
  ""sub_theme"": ""Fraud Hold"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Investigation Delay"",
  ""escalation_reason"": ""Resolution Delay"",
  ""l1_resolution_gap"": ""Ineffective Follow-up"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Unknown"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""A prolonged fraud hold on a business account, caused by a delayed inter-bank investigation, prevented the client from accessing funds and conducting business."",
  ""evidence_phrases"": [
    ""hold on his Select Account for business"",
    ""cannot continue with his business duties"",
    ""has not received a response yet from BMO""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg5-ygg4","nan","","","2026-03-05 11:14:19.0","20.03","","2026-03-05 11:14:19.0","FraudManagement","ScotiaCard/Self-Service Bkg. Access","2026-03-05 11:16:00.0","Claims","Scams","","Client complaining about Fraud No Pay Decision (NPD) subject of their ScotiaCard wherein CAD$1057.67 was depleted. Client requesting our office reverse decision.","Respectfully declined to reimburse client as requested. Affirmed the disputed transactions were completed without any invalid authentication attempts indicating the person(s) conducting the transaction(s) had access to their ScotiaCard and PIN. As sharing any of the aforementioned information contravenes the Scotia Cardholder Agreement the Bank is not liable for any loss of funds. Provided clarification on our policy regarding the security of their ScotiaCard and our Authorized Transaction Policy as disclosed in our Day-to-Day Banking Companion Booklet. Presented CCAO/OBSI disclosures.","Closed","SomeBank","2026-03-05 11:14:19.0","2026-03-05 11:34:21.0","1.0","2026-03-05 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Debit Card","Transaction","","K2K3N2","False","","","","True","nan","","","","","","","","","","","","","","99","Fraud & Scams","Debit Card Fraud Claim Denial","Claims","Client Credential Compromise","direct to l2","no linked l1","No","Recurring","High","The client is disputing the bank's decision to deny a fraud claim, but the bank affirmed the transactions were authenticated with the card and PIN, making the client liable.","['Fraud No Pay Decision (NPD)', 'requesting our office reverse decision', 'completed without any invalid authentication attempts', 'access to their ScotiaCard and PIN', 'contravenes the Scotia Cardholder Agreement']","ok","```json
{
  ""complaint_theme"": ""Fraud & Scams"",
  ""sub_theme"": ""Debit Card Fraud Claim Denial"",
  ""touchpoint_mentioned_in_text"": ""Claims"",
  ""root_cause"": ""Client Credential Compromise"",
  ""escalation_reason"": ""Direct to L2"",
  ""l1_resolution_gap"": ""No Linked L1"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The client is disputing the bank's decision to deny a fraud claim, but the bank affirmed the transactions were authenticated with the card and PIN, making the client liable."",
  ""evidence_phrases"": [
    ""Fraud No Pay Decision (NPD)"",
    ""requesting our office reverse decision"",
    ""completed without any invalid authentication attempts"",
    ""access to their ScotiaCard and PIN"",
    ""contravenes the Scotia Cardholder Agreement""
  ]
}
```",""
